Province,District,Candidate no.,Party,Votes
Phetchaburi,2,15,Thai Forest Conservation Party,357
Phetchaburi,2,4,Ruam Jai Thai,356
Phetchaburi,2,9,Prachatham Thai,288
Phetchaburi,2,18,Palang Thai Rak Chart,243
Phetchaburi,2,22,New Democracy Party,183
Phetchaburi,2,7,Polamuang Thai,165
Phetchaburi,2,27,Green,156
Phetchaburi,2,3,Prashaniyom,127
Phetchaburi,2,24,Kru Thai,106
Phetchaburi,2,26,Palang Chart Thai,68
Phetchaburi,2,23,Palang Thai Sang Chart,55
Phetchaburi,2,17,People Progressive party,39
Phetchaburi,2,2,Action Coalition for Thailand,0
Phetchaburi,2,16,Thai Friend Party,0
Phetchaburi,2,19,Thai Raksa Chart,0
Phetchaburi,3,7,Palang Pracharath Party,46901
Phetchaburi,3,5,Democrat Party,21978
Phetchaburi,3,10,Future Forward Party,13311
Phetchaburi,3,13,Bhumjaithai Party,2754
Phetchaburi,3,3,Thai Liberal Party,2265
Phetchaburi,3,4,Thai Local Power Party,1469
Phetchaburi,3,9,Chart Thai Pattana,1285
Phetchaburi,3,28,New Economics Party,1177
Phetchaburi,3,6,Action Coalition for Thailand,864
Phetchaburi,3,1,Thai People Power Party,649
Phetchaburi,3,27,Pandintham,532
Phetchaburi,3,19,Thai Forest Conservation Party,427
Phetchaburi,3,8,Puea Pandin Party,347
Phetchaburi,3,25,Palang Thai Sang Chart,325
Phetchaburi,3,18,Puea Chat party,319
Phetchaburi,3,23,Thai Network Party,309
Phetchaburi,3,15,Green,293
Phetchaburi,3,21,New Democracy Party,207
Phetchaburi,3,17,Palang Thai Rak Chart,185
Phetchaburi,3,14,Polamuang Thai,182
Phetchaburi,3,11,Prachatham Thai,154
Phetchaburi,3,12,Prashaniyom,142
Phetchaburi,3,22,Kru Thai,98
Phetchaburi,3,24,Palang Chart Thai,88
Phetchaburi,3,16,People Progressive party,82
Phetchaburi,3,26,Prachathai,69
Phetchaburi,3,2,Thai Raksa Chart,0
Phetchaburi,3,20,Thai Friend Party,0
Phetchabun,1,12,Palang Pracharath Party,37011
Phetchabun,1,3,Democrat Party,15119
Phetchabun,1,4,Chart Thai Pattana,14716
Phetchabun,1,10,Pheu Thai,14432
Phetchabun,1,8,Future Forward Party,14178
Phetchabun,1,5,Thai Liberal Party,1587
Phetchabun,1,20,New Economics Party,1065
Phetchabun,1,13,New Democracy Party,679
Phetchabun,1,2,Prachachat Party,646
Phetchabun,1,1,Thai Forest Conservation Party,644
Phetchabun,1,11,People Progressive party,623
Phetchabun,1,6,Thai Local Power Party,595
Phetchabun,1,21,Prachatham Thai,475
Phetchabun,1,14,Action Coalition for Thailand,443
Phetchabun,1,17,Bhumjaithai Party,397
Phetchabun,1,23,Patthana Prathetthai,339
Phetchabun,1,9,New Alternative Party,306
Phetchabun,1,7,Puea Chat party,300
Phetchabun,1,24,Kru Thai,259
Phetchabun,1,22,Thai People Power Party,229
Phetchabun,1,25,Palang Chart Thai,186
Phetchabun,1,30,Phungluang Party,148
Phetchabun,1,18,Puea Pandin Party,111
Phetchabun,1,15,Prashaniyom,93
Phetchabun,1,31,Thai Rak Tham,82
Phetchabun,1,28,Democratic Force party,77
Phetchabun,1,16,People's Reform,65
Phetchabun,1,26,Pandintham,44
Phetchabun,1,29,Thai Citizen,36
Phetchabun,1,27,Paradonraphab Party,26
Phetchabun,1,19,Thai Friend Party,0
Phetchabun,2,1,Palang Pracharath Party,49741
Phetchabun,2,4,Democrat Party,27918
Phetchabun,2,5,Future Forward Party,12336
Phetchabun,2,2,Bhumjaithai Party,6439
Phetchabun,2,11,Puea Chat party,2250
Phetchabun,2,10,Thai Liberal Party,2024
Phetchabun,2,21,Kru Thai,675
Phetchabun,2,18,New Economics Party,496
Phetchabun,2,24,Paradonraphab Party,372
Phetchabun,2,3,People Progressive party,303
Phetchabun,2,12,Chart Thai Pattana,300
Phetchabun,2,15,Than Rak Thai,297
Phetchabun,2,7,Thai Local Power Party,253
Phetchabun,2,17,Prachatham Thai,245
Phetchabun,2,9,Action Coalition for Thailand,196
Phetchabun,2,16,Palang Chart Thai,189
Phetchabun,2,6,Thai Forest Conservation Party,162
Phetchabun,2,20,Patthana Prathetthai,151
Phetchabun,2,22,People's Reform,140
Phetchabun,2,13,New Alternative Party,116
Phetchabun,2,25,Democratic Force party,106
Phetchabun,2,27,Thai Rak Tham,99
Phetchabun,2,23,Prashaniyom,95
Phetchabun,2,19,Thai People Power Party,63
Phetchabun,2,14,Puea Pandin Party,58
Phetchabun,2,26,New Democracy Party,43
Phetchabun,2,8,Thai Raksa Chart,0
Phetchabun,3,12,Palang Pracharath Party,43242
Phetchabun,3,9,Pheu Thai,26655
Phetchabun,3,11,Future Forward Party,10723
Phetchabun,3,2,Democrat Party,5797
Phetchabun,3,8,Chart Thai Pattana,2597
Phetchabun,3,10,Thai Liberal Party,1725
Phetchabun,3,1,Bhumjaithai Party,1329
Phetchabun,3,20,New Economics Party,844
Phetchabun,3,21,Thai People Power Party,670
Phetchabun,3,13,People Progressive party,412
Phetchabun,3,7,Action Coalition for Thailand,402
Phetchabun,3,22,Patthana Prathetthai,386
Phetchabun,3,4,People's Reform,333
Phetchabun,3,3,Prashaniyom,308
Phetchabun,3,17,Chart Pattana,304
Phetchabun,3,29,Democratic Force party,304
Phetchabun,3,6,Puea Chat party,287
Phetchabun,3,14,Thai Forest Conservation Party,219
Phetchabun,3,23,Palang Chart Thai,189
Phetchabun,3,25,Kru Thai,170
Phetchabun,3,5,Thai Local Power Party,144
Phetchabun,3,28,New Democracy Party,139
Phetchabun,3,15,Paradonraphab Party,116
Phetchabun,3,31,Thai Rak Tham,92
Phetchabun,3,24,Palang Thai Sang Chart,85
Phetchabun,3,19,Prachatham Thai,82
Phetchabun,3,18,Polamuang Thai,75
Phetchabun,3,30,Phungluang Party,72
Phetchabun,3,16,Puea Pandin Party,58
Phetchabun,3,26,Pandintham,50
Phetchabun,3,27,Thai Citizen,46
Phetchabun,4,13,Palang Pracharath Party,35225
Phetchabun,4,9,Pheu Thai,27842
Phetchabun,4,10,Future Forward Party,11906
Phetchabun,4,8,Bhumjaithai Party,10246
Phetchabun,4,4,Democrat Party,3875
Phetchabun,4,11,Thai Liberal Party,1643
Phetchabun,4,12,Thai People Power Party,1187
Phetchabun,4,23,New Economics Party,622
Phetchabun,4,3,Thai Local Power Party,523
Phetchabun,4,14,Chart Thai Pattana,522
Phetchabun,4,15,Palang Chart Thai,481
Phetchabun,4,29,Democratic Force party,399
Phetchabun,4,7,Action Coalition for Thailand,361
Phetchabun,4,31,Phungluang Party,322
Phetchabun,4,21,Polamuang Thai,269
Phetchabun,4,28,Paradonraphab Party,231
Phetchabun,4,5,Thai Forest Conservation Party,206
Phetchabun,4,2,People's Reform,153
Phetchabun,4,19,New Alternative Party,150
Phetchabun,4,32,Thai Rak Tham,137
Phetchabun,4,17,Puea Chat party,131
Phetchabun,4,22,Prachatham Thai,129
Phetchabun,4,24,New Palangdharma Party,122
Phetchabun,4,30,Thai Citizen,116
Phetchabun,4,25,Patthana Prathetthai,104
Phetchabun,4,27,Prashaniyom,92
Phetchabun,4,16,New Democracy Party,62
Phetchabun,4,26,Kru Thai,60
Phetchabun,4,18,Puea Pandin Party,43
Phetchabun,4,1,Thai Raksa Chart,0
Phetchabun,4,6,People Progressive party,0
Phetchabun,4,20,Thai Friend Party,0
Phetchabun,5,1,Palang Pracharath Party,36034
Phetchabun,5,2,Future Forward Party,30371
Phetchabun,5,8,Puea Chat party,5858
Phetchabun,5,9,Democrat Party,5162
Phetchabun,5,5,Bhumjaithai Party,4134
Phetchabun,5,4,Thai Liberal Party,3718
Phetchabun,5,7,Thaen Khun Phaendin,1877
Phetchabun,5,19,Thai People Power Party,1119
Phetchabun,5,22,New Economics Party,828
Phetchabun,5,21,Kru Thai,798
Phetchabun,5,3,Action Coalition for Thailand,706
Phetchabun,5,12,Palang Chart Thai,667
Phetchabun,5,13,New Democracy Party,601
Phetchabun,5,18,Polamuang Thai,497
Phetchabun,5,28,Thai Rak Tham,487
Phetchabun,5,16,Puea Pandin Party,251
Phetchabun,5,6,People Progressive party,247
Phetchabun,5,24,Democratic Force party,194
Phetchabun,5,14,Thai Forest Conservation Party,189
Phetchabun,5,27,Phungluang Party,149
Phetchabun,5,10,People's Reform,146
Phetchabun,5,20,Patthana Prathetthai,99
Phetchabun,5,15,Thai Local Power Party,97
Phetchabun,5,25,Thai Citizen,87
Phetchabun,5,23,Prashaniyom,77
Phetchabun,5,17,Prachatham Thai,55
Phetchabun,5,26,Paradonraphab Party,37
Phetchabun,5,11,Thai Raksa Chart,0
Phrae,1,7,Future Forward Party,72016
Phrae,1,9,Democrat Party,38035
Phrae,1,1,Palang Pracharath Party,15399
Phrae,1,3,Thai Liberal Party,5379
Phrae,1,2,New Economics Party,3511
Phrae,1,4,Puea Chat party,3044
Phrae,1,8,Thai Local Power Party,983
Phrae,1,11,Thai Forest Conservation Party,620
Phrae,1,24,Palang Thai Rak Thai,553
Phrae,1,21,Palang Chart Thai,529
Phrae,1,27,Prachatham Thai,506
Phrae,1,5,New Palangdharma Party,502
Phrae,1,6,People Progressive party,367
Phrae,1,25,Bhumjaithai Party,363
Phrae,1,13,Action Coalition for Thailand,269
Phrae,1,16,Thai People Power Party,267
Phrae,1,23,Puea Pandin Party,190
Phrae,1,15,Thai Rak Tham,180
Phrae,1,19,Thai Ethnic party,151
Phrae,1,12,New Democracy Party,148
Phrae,1,20,Mahachon Party,139
Phrae,1,18,Thai Citizen,137
Phrae,1,22,Kru Thai,116
Phrae,1,17,Paradonraphab Party,97
Phrae,1,14,People's Reform,78
Phrae,1,26,Palang Thai Di,44
Phrae,1,10,Thai Raksa Chart,0
Phrae,2,7,Future Forward Party,55695
Phrae,2,1,Palang Pracharath Party,28223
Phrae,2,9,Democrat Party,14312
Phrae,2,3,Thai Liberal Party,5329
Phrae,2,4,Puea Chat party,3821
Phrae,2,13,Action Coalition for Thailand,2454
Phrae,2,2,Thai People Power Party,1666
Phrae,2,12,New Economics Party,1481
Phrae,2,21,Bhumjaithai Party,1251
Phrae,2,24,Palang Thai Rak Thai,737
Phrae,2,6,People Progressive party,535
Phrae,2,26,New Democracy Party,501
Phrae,2,8,Thai Local Power Party,480
Phrae,2,5,New Palangdharma Party,321
Phrae,2,23,Thai Citizen,185
Phrae,2,22,Palang Thai Di,140
Phrae,2,17,Puea Pandin Party,134
Phrae,2,25,Prachatham Thai,106
Phrae,2,16,Paradonraphab Party,105
Phrae,2,18,Palang Chart Thai,104
Phrae,2,19,Thai Ethnic party,100
Phrae,2,14,People's Reform,77
Phrae,2,15,Thai Rak Tham,49
Phrae,2,10,Thai Raksa Chart,0
Phrae,2,11,Thai Forest Conservation Party,0
Phrae,2,20,Kru Thai,0
Phuket,1,17,Palang Pracharath Party,32338
Phuket,1,13,Democrat Party,25194
Phuket,1,8,Future Forward Party,22599
Phuket,1,25,New Economics Party,3829
Phuket,1,3,Thai Liberal Party,3749
Phuket,1,2,Palang Thai Rak Thai,1230
Phuket,1,7,Action Coalition for Thailand,1207
Phuket,1,14,Bhumjaithai Party,1041
Phuket,1,4,Prachachat Party,799
Phuket,1,6,Chart Thai Pattana,760
Phuket,1,12,Puea Chat party,746
Phuket,1,16,Khlong Thai,358
Phuket,1,11,New Palangdharma Party,341
Phuket,1,1,Thai Local Power Party,280
Phuket,1,26,Paradonraphab Party,255
Phuket,1,21,New Alternative Party,246
Phuket,1,5,Thai Forest Conservation Party,222
Phuket,1,18,People's Reform,198
Phuket,1,10,Prashaniyom,160
Phuket,1,28,Thai Rak Tham,133
Phuket,1,15,People Progressive party,106
Phuket,1,20,Kru Thai,106
Phuket,1,23,Cooperative Power Party,100
Phuket,1,24,Power of Faith party,82
Phuket,1,22,Prachatham Thai,58
Phuket,1,19,Thai People Power Party,49
Phuket,1,9,Thai Raksa Chart,0
Phuket,1,27,Phungluang Party,0
Phuket,2,2,Palang Pracharath Party,27267
Phuket,2,11,Democrat Party,23958
Phuket,2,6,Future Forward Party,19963
Phuket,2,7,Pheu Thai,7449
Phuket,2,13,Bhumjaithai Party,4068
Phuket,2,24,New Economics Party,3138
Phuket,2,28,Paradonraphab Party,3031
Phuket,2,5,Prachachat Party,2489
Phuket,2,16,Thai Liberal Party,2111
Phuket,2,4,Chart Thai Pattana,1516
Phuket,2,15,Thai Local Power Party,876
Phuket,2,9,Action Coalition for Thailand,682
Phuket,2,3,Prashaniyom,523
Phuket,2,19,Palang Chart Thai,426
Phuket,2,17,Thai Forest Conservation Party,374
Phuket,2,10,Thai People Power Party,317
Phuket,2,30,Phungluang Party,284
Phuket,2,22,New Palangdharma Party,278
Phuket,2,8,People Progressive party,276
Phuket,2,21,New Alternative Party,238
Phuket,2,29,Palang Thai Rak Thai,176
Phuket,2,12,Khlong Thai,159
Phuket,2,14,Puea Chat party,148
Phuket,2,31,Thai Rak Tham,140
Phuket,2,20,Kru Thai,131
Phuket,2,23,Cooperative Power Party,129
Phuket,2,18,People's Reform,127
Phuket,2,26,Prachatham Thai,81
Phuket,2,27,Palang Sungkom,80
Phuket,2,25,Power of Faith party,58
Phuket,2,1,Thai Raksa Chart,0
Maha Sarakham,1,16,Pheu Thai,45366
Maha Sarakham,1,1,Future Forward Party,23679
Maha Sarakham,1,3,Palang Pracharath Party,22805
Maha Sarakham,1,6,Bhumjaithai Party,9526
Maha Sarakham,1,12,Prachachat Party,3057
Maha Sarakham,1,8,Democrat Party,2468
Maha Sarakham,1,4,Thai Liberal Party,1550
Maha Sarakham,1,26,New Economics Party,1068
Maha Sarakham,1,11,Pheu Khon Thai,461
Maha Sarakham,1,28,Mahachon Party,331
Maha Sarakham,1,2,People Progressive party,288
Maha Sarakham,1,5,Prashaniyom,284
Maha Sarakham,1,13,New Democracy Party,258
Maha Sarakham,1,41,Thaen Khun Phaendin,258
Maha Sarakham,1,7,Chart Pattana,235
Maha Sarakham,1,19,Thai Local Power Party,209
Maha Sarakham,1,17,Siam Development Party,186
Maha Sarakham,1,39,Polamuang Thai,182
Maha Sarakham,1,9,Thai Forest Conservation Party,181
Maha Sarakham,1,18,Puea Chat party,174
Maha Sarakham,1,20,Action Coalition for Thailand,140
Maha Sarakham,1,33,Thai People Power Party,140
Maha Sarakham,1,23,Thai Civilised,121
Maha Sarakham,1,21,Glang,113
Maha Sarakham,1,14,People's Reform,88
Maha Sarakham,1,10,Pandintham,84
Maha Sarakham,1,37,Thai Network Party,69
Maha Sarakham,1,32,Palang Thai Rak Thai,60
Maha Sarakham,1,34,Chart Thai Pattana,57
Maha Sarakham,1,22,Phuea Thai Pattana,56
Maha Sarakham,1,27,Kru Thai,55
Maha Sarakham,1,36,Phungluang Party,55
Maha Sarakham,1,40,Democratic Force party,42
Maha Sarakham,1,30,Palang Chart Thai,32
Maha Sarakham,1,35,Palang Sungkom,31
Maha Sarakham,1,29,Palang Thai Sang Chart,25
Maha Sarakham,1,24,Prachatham Thai,21
Maha Sarakham,1,38,Thai Rak Tham,20
Maha Sarakham,1,25,Thai Citizen,12
Maha Sarakham,1,15,Thai Friend Party,0
Maha Sarakham,1,31,Thai Raksa Chart,0
Maha Sarakham,2,15,Pheu Thai,39758
Maha Sarakham,2,12,Bhumjaithai Party,25324
Maha Sarakham,2,11,Palang Pracharath Party,12869
Maha Sarakham,2,6,Future Forward Party,12642
Maha Sarakham,2,13,Democrat Party,1133
Maha Sarakham,2,2,Thai Liberal Party,934
Maha Sarakham,2,7,New Economics Party,871
Maha Sarakham,2,14,Thai Local Power Party,684
Maha Sarakham,2,32,Palang Sungkom,669
Maha Sarakham,2,35,Thai Rak Tham,628
Maha Sarakham,2,8,Pheu Khon Thai,516
Maha Sarakham,2,5,Chart Pattana,508
Maha Sarakham,2,31,Phungluang Party,430
Maha Sarakham,2,16,Puea Chat party,298
Maha Sarakham,2,21,Palang Thai Rak Thai,284
Maha Sarakham,2,19,Prachatham Thai,269
Maha Sarakham,2,9,Prashaniyom,253
Maha Sarakham,2,10,Thai Forest Conservation Party,225
Maha Sarakham,2,17,Action Coalition for Thailand,164
Maha Sarakham,2,22,Thai Civilised,156
Maha Sarakham,2,3,People Progressive party,153
Maha Sarakham,2,28,Polamuang Thai,125
Maha Sarakham,2,27,Palang Chart Thai,114
Maha Sarakham,2,25,Farmer's Network,107
Maha Sarakham,2,20,Phuea Thai Pattana,106
Maha Sarakham,2,18,Chart Thai Pattana,104
Maha Sarakham,2,26,Palang Thai Sang Chart,102
Maha Sarakham,2,34,Democratic Force party,98
Maha Sarakham,2,4,People's Reform,67
Maha Sarakham,2,24,Kru Thai,66
Maha Sarakham,2,38,Thai People Power Party,59
Maha Sarakham,2,36,New Alternative Party,40
Maha Sarakham,2,30,Palang Pandin Tong ,37
Maha Sarakham,2,33,Thai Network Party,37
Maha Sarakham,2,37,Pandintham,35
Maha Sarakham,2,23,Mahachon Party,30
Maha Sarakham,2,1,Thai Friend Party,0
Maha Sarakham,2,29,Thai Raksa Chart,0
Maha Sarakham,2,39,Thaen Khun Phaendin,0
Maha Sarakham,3,9,Pheu Thai,36310
Maha Sarakham,3,3,Bhumjaithai Party,26738
Maha Sarakham,3,11,Palang Pracharath Party,16586
Maha Sarakham,3,5,Future Forward Party,10617
Maha Sarakham,3,2,Thai Liberal Party,1603
Maha Sarakham,3,13,Democrat Party,1518
Maha Sarakham,3,29,Palang Sungkom,643
Maha Sarakham,3,23,Mahachon Party,609
Maha Sarakham,3,12,New Economics Party,546
Maha Sarakham,3,7,Pheu Khon Thai,533
Maha Sarakham,3,6,Chart Pattana,470
Maha Sarakham,3,31,Phungluang Party,363
Maha Sarakham,3,10,New Alternative Party,361
Maha Sarakham,3,4,Thai Local Power Party,280
Maha Sarakham,3,8,People Progressive party,251
Maha Sarakham,3,1,Siam Development Party,249
Maha Sarakham,3,26,Palang Chart Thai,246
Maha Sarakham,3,24,Kru Thai,187
Maha Sarakham,3,16,Action Coalition for Thailand,165
Maha Sarakham,3,22,Puea Chat party,135
Maha Sarakham,3,32,Polamuang Thai,119
Maha Sarakham,3,21,Prachatham Thai,113
Maha Sarakham,3,18,Thai Civilised,100
Maha Sarakham,3,28,Thai People Power Party,58
Maha Sarakham,3,17,Thai Forest Conservation Party,51
Maha Sarakham,3,30,Thai Network Party,50
Maha Sarakham,3,20,Phuea Thai Pattana,49
Maha Sarakham,3,27,Chart Thai Pattana,40
Maha Sarakham,3,33,Thai Rak Tham,38
Maha Sarakham,3,14,Prashaniyom,35
Maha Sarakham,3,15,People's Reform,32
Maha Sarakham,3,34,Thaen Khun Phaendin,31
Maha Sarakham,3,19,Thai Friend Party,0
Maha Sarakham,3,25,Thai Raksa Chart,0
Maha Sarakham,4,11,Pheu Thai,43368
Maha Sarakham,4,8,Palang Pracharath Party,21195
Maha Sarakham,4,14,Future Forward Party,14909
Maha Sarakham,4,24,Puea Chat party,9744
Maha Sarakham,4,5,Bhumjaithai Party,1913
Maha Sarakham,4,12,Democrat Party,1542
Maha Sarakham,4,4,New Economics Party,1309
Maha Sarakham,4,13,Thai Liberal Party,1277
Maha Sarakham,4,30,Palang Chart Thai,950
Maha Sarakham,4,31,Polamuang Thai,715
Maha Sarakham,4,28,Palang Thai Sang Chart,562
Maha Sarakham,4,9,People Progressive party,346
Maha Sarakham,4,1,Chart Pattana,334
Maha Sarakham,4,23,Palang Thai Rak Thai,328
Maha Sarakham,4,10,People's Reform,326
Maha Sarakham,4,15,Thai Civilised,283
Maha Sarakham,4,6,New Alternative Party,253
Maha Sarakham,4,37,Thai People Power Party,235
Maha Sarakham,4,34,Palang Sungkom,200
Maha Sarakham,4,2,Thai Local Power Party,166
Maha Sarakham,4,16,Action Coalition for Thailand,163
Maha Sarakham,4,22,Democratic Force party,158
Maha Sarakham,4,17,Thai Forest Conservation Party,141
Maha Sarakham,4,36,Thai Rak Tham,99
Maha Sarakham,4,19,Chart Thai Pattana,94
Maha Sarakham,4,25,Thai Citizen,87
Maha Sarakham,4,18,Siam Development Party,75
Maha Sarakham,4,21,Prashaniyom,67
Maha Sarakham,4,29,Glang,60
Maha Sarakham,4,39,Thaen Khun Phaendin,57
Maha Sarakham,4,26,Kru Thai,56
Maha Sarakham,4,27,Mahachon Party,55
Maha Sarakham,4,33,Thai Network Party,46
Maha Sarakham,4,38,Bhumphalang Kasettrakonthai,44
Maha Sarakham,4,35,Phungluang Party,42
Maha Sarakham,4,32,Farmer's Network,32
Maha Sarakham,4,20,Prachatham Thai,26
Maha Sarakham,4,3,Thai Raksa Chart,0
Maha Sarakham,4,7,Thai Friend Party,0
Maha Sarakham,5,3,Pheu Thai,51230
Maha Sarakham,5,11,Bhumjaithai Party,23826
Maha Sarakham,5,1,Future Forward Party,18303
Maha Sarakham,5,10,Palang Pracharath Party,8984
Maha Sarakham,5,6,Thai Liberal Party,1289
Maha Sarakham,5,2,Democrat Party,1272
Maha Sarakham,5,8,Puea Chat party,988
Maha Sarakham,5,15,New Economics Party,597
Maha Sarakham,5,23,Pandintham,571
Maha Sarakham,5,31,Phungluang Party,401
Maha Sarakham,5,4,Siam Development Party,393
Maha Sarakham,5,9,People Progressive party,354
Maha Sarakham,5,33,Polamuang Thai,295
Maha Sarakham,5,13,Pheu Khon Thai,231
Maha Sarakham,5,12,Thai Forest Conservation Party,217
Maha Sarakham,5,22,Prachatham Thai,206
Maha Sarakham,5,19,Thai Workers' Party,199
Maha Sarakham,5,35,Thai Citizen,150
Maha Sarakham,5,14,Thai Local Power Party,148
Maha Sarakham,5,30,Thai Network Party,139
Maha Sarakham,5,28,Palang Thai Rak Thai,122
Maha Sarakham,5,17,Chart Pattana,121
Maha Sarakham,5,16,New Alternative Party,114
Maha Sarakham,5,7,Action Coalition for Thailand,109
Maha Sarakham,5,24,Kru Thai,98
Maha Sarakham,5,20,Thai Civilised,92
Maha Sarakham,5,21,Prashaniyom,91
Maha Sarakham,5,5,People's Reform,80
Maha Sarakham,5,34,Democratic Force party,65
Maha Sarakham,5,36,Thaen Khun Phaendin,65
Maha Sarakham,5,26,Thai People Power Party,43
Maha Sarakham,5,32,Thai Rak Tham,39
Maha Sarakham,5,18,Chart Thai Pattana,31
Maha Sarakham,5,27,Palang Chart Thai,24
Maha Sarakham,5,25,Mahachon Party,19
Maha Sarakham,5,29,Thai Raksa Chart,0
Mugdahan,1,15,Pheu Thai,37937
Mugdahan,1,2,Palang Pracharath Party,22884
Mugdahan,1,9,Future Forward Party,18663
Mugdahan,1,3,Thai Liberal Party,6160
Mugdahan,1,16,Bhumjaithai Party,1165
Mugdahan,1,1,Thai People Power Party,921
Mugdahan,1,18,Democrat Party,826
Mugdahan,1,13,Puea Chat party,813
Mugdahan,1,17,New Economics Party,708
Mugdahan,1,4,Pheu Khon Thai,605
Mugdahan,1,22,Puea Pandin Party,426
Mugdahan,1,26,Thai Civilised,412
Mugdahan,1,10,Palang Thai Rak Thai,334
Mugdahan,1,30,Kru Thai,325
Mugdahan,1,14,Prashaniyom,309
Mugdahan,1,35,Palang Pandin Tong ,306
Mugdahan,1,23,Chart Thai Pattana,268
Mugdahan,1,5,Prachachat Party,228
Mugdahan,1,8,Palang Chart Thai,220
Mugdahan,1,6,Thai Local Power Party,196
Mugdahan,1,25,Prachatham Thai,184
Mugdahan,1,21,Ruam Jai Thai,183
Mugdahan,1,11,Action Coalition for Thailand,155
Mugdahan,1,12,New Palangdharma Party,152
Mugdahan,1,28,Polamuang Thai,141
Mugdahan,1,32,Palang Sungkom,118
Mugdahan,1,29,People's Reform,105
Mugdahan,1,19,People Progressive party,99
Mugdahan,1,24,Thai Forest Conservation Party,84
Mugdahan,1,27,New Democracy Party,63
Mugdahan,1,20,Chart Pattana,56
Mugdahan,1,34,Bhumphalang Kasettrakonthai,51
Mugdahan,1,33,Thai Rak Tham,41
Mugdahan,1,7,Thai Friend Party,0
Mugdahan,1,31,Thai Raksa Chart,0
Mugdahan,2,14,Pheu Thai,34040
Mugdahan,2,1,Palang Pracharath Party,18327
Mugdahan,2,2,Future Forward Party,13620
Mugdahan,2,13,Puea Chat party,7954
Mugdahan,2,3,Bhumjaithai Party,3675
Mugdahan,2,17,Chart Thai Pattana,3495
Mugdahan,2,7,Thai Liberal Party,3133
Mugdahan,2,10,Democrat Party,1134
Mugdahan,2,6,New Economics Party,1095
Mugdahan,2,21,Ruam Jai Thai,1034
Mugdahan,2,28,Kru Thai,546
Mugdahan,2,8,Pheu Khon Thai,538
Mugdahan,2,34,Palang Pandin Tong ,526
Mugdahan,2,38,Kwam Wang Mai,375
Mugdahan,2,12,Prashaniyom,333
Mugdahan,2,4,Prachachat Party,332
Mugdahan,2,15,New Democracy Party,253
Mugdahan,2,24,Thai Civilised,232
Mugdahan,2,9,Thai Local Power Party,230
Mugdahan,2,29,Palang Chart Thai,225
Mugdahan,2,16,Palang Thai Rak Thai,221
Mugdahan,2,33,Bhumphalang Kasettrakonthai,212
Mugdahan,2,20,Thai People Power Party,207
Mugdahan,2,32,Pheu Chiwit Mai,201
Mugdahan,2,23,Prachatham Thai,155
Mugdahan,2,11,New Palangdharma Party,149
Mugdahan,2,5,Chart Pattana,148
Mugdahan,2,22,People Progressive party,144
Mugdahan,2,27,People's Reform,128
Mugdahan,2,18,Action Coalition for Thailand,105
Mugdahan,2,37,Thai Rak Tham,84
Mugdahan,2,31,Thai Forest Conservation Party,81
Mugdahan,2,26,Prachathai,77
Mugdahan,2,30,New Alternative Party,60
Mugdahan,2,35,Democratic Force party,51
Mugdahan,2,25,Polamuang Thai,29
